"HPO","Ancestors","definition"
"HP:0030160","HP:0030160;HP:0012888;HP:0000130;HP:0000008;HP:0000812;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010460","Cervicitis"
"HP:0030161","HP:0030161;HP:0000142;HP:0000008;HP:0000812;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010460;HP:0000989;HP:0011122;HP:0000951;HP:0001574","Vaginal pruritus"
"HP:0030162","HP:0030162;HP:0000095;HP:0012575;HP:0012210;HP:0000077;HP:0010935;HP:0000079;HP:0000119;HP:0000118;HP:0000001;HP:0031263;HP:0011035","Glomerulomegaly"
"HP:0030163","HP:0030163;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0011025","Abnormal vascular physiology"
"HP:0030164","HP:0030164;HP:0025323;HP:0030163;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0011025","Jaw claudication"
"HP:0030165","HP:0030165;HP:0005116;HP:0004948;HP:0025015;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0030680;HP:0011004","Temporal artery tortuosity"
"HP:0030166","HP:0030166;HP:0025142;HP:0000118;HP:0000001","Night sweats"
"HP:0030167","HP:0030167;HP:0030057;HP:0002960;HP:0010978;HP:0002715;HP:0000118;HP:0000001","Antimitochondrial antibody positivity"
"HP:0030168","HP:0030168;HP:0001015;HP:0002624;HP:0025015;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0030680;HP:0007394;HP:0011276;HP:0011354;HP:0011121;HP:0000951;HP:0001574","Dilated superficial abdominal veins"
"HP:0030169","HP:0030169;HP:0002577;HP:0012718;HP:0011024;HP:0025031;HP:0000118;HP:0000001;HP:0025033","Gastric varix"
"HP:0030170","HP:0030170;HP:0012437;HP:0005264;HP:0004297;HP:0001392;HP:0002012;HP:0025031;HP:0000118;HP:0000001","Cystic artery pseudoaneurysm"
"HP:0030171","HP:0030171;HP:0012210;HP:0000077;HP:0010935;HP:0000079;HP:0000119;HP:0000118;HP:0000001","Perirenal hematoma"
"HP:0030172","HP:0030172;HP:0003130;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0012447","Peripheral amyelination"
"HP:0030173","HP:0030173;HP:0003130;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0012447","Peripheral hypermyelination"
"HP:0030174","HP:0030174;HP:0030173;HP:0003130;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0012447","Increased peripheral myelin thickness"
"HP:0030175","HP:0030175;HP:0030173;HP:0003130;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0012447","Myelin tomacula"
"HP:0030176","HP:0030176;HP:0011096;HP:0003130;HP:0000759;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0012447","Asymmetric peripheral demyelination"
"HP:0030177","HP:0030177;HP:0001311;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Abnormality of peripheral nervous system electrophysiology"
"HP:0030178","HP:0030178;HP:0001311;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Abnormality of central nervous system electrophysiology"
"HP:0030179","HP:0030179;HP:0003134;HP:0030177;HP:0001311;HP:0012638;HP:0000707;HP:0000118;HP:0000001;HP:0045010;HP:0000759;HP:0012639","Abnormal peripheral action potential amplitude"
"HP:0030180","HP:0030180;HP:0007256;HP:0002493;HP:0011442;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Oppenheim reflex"
"HP:0030181","HP:0030181;HP:0007256;HP:0002493;HP:0011442;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Gordon reflex"
"HP:0030182","HP:0030182;HP:0010549;HP:0002493;HP:0011442;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Tetraplegia/tetraparesis"
"HP:0030183","HP:0030183;HP:0007670;HP:0001751;HP:0011389;HP:0000359;HP:0000598;HP:0000118;HP:0000001","Impaired visually enhanced vestibulo-ocular reflex"
"HP:0030185","HP:0030185;HP:0002345;HP:0001337;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Isometric tremor"
"HP:0030186","HP:0030186;HP:0002345;HP:0001337;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Kinetic tremor"
"HP:0030187","HP:0030187;HP:0002345;HP:0001337;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Titubation"
"HP:0030188","HP:0030188;HP:0001337;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Tremor by anatomical site"
"HP:0030190","HP:0030190;HP:0001252;HP:0003808;HP:0011804;HP:0003011;HP:0000118;HP:0000001","Oral motor hypotonia"
"HP:0030191","HP:0030191;HP:0012535;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Abnormal peripheral nervous system synaptic transmission"
"HP:0030192","HP:0030192;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of bulbar muscles"
"HP:0030193","HP:0030193;HP:0030192;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of chewing muscles"
"HP:0030194","HP:0030194;HP:0030192;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of speech muscles"
"HP:0030195","HP:0030195;HP:0030192;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of swallowing muscles"
"HP:0030196","HP:0030196;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of respiratory muscles"
"HP:0030197","HP:0030197;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of skeletal muscles"
"HP:0030198","HP:0030198;HP:0030197;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of distal limb muscles"
"HP:0030199","HP:0030199;HP:0030197;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatigable weakness of neck muscles"
"HP:0030200","HP:0030200;HP:0030197;HP:0003473;HP:0001324;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0003398;HP:0030191;HP:0012535;HP:0012638;HP:0000707","Fatiguable weakness of proximal limb muscles"
"HP:0030201","HP:0030201;HP:0030191;HP:0012535;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Response to drugs acting on neuromuscular transmission"
"HP:0030202","HP:0030202;HP:0030201;HP:0030191;HP:0012535;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Favorable response of weakness to acetylcholine esterase inhibitors"
"HP:0030203","HP:0030203;HP:0030201;HP:0030191;HP:0012535;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Unfavorable response of muscle weakness to acetylcholine esterase inhibitors"
"HP:0030205","HP:0030205;HP:0030006;HP:0003457;HP:0011804;HP:0003011;HP:0000118;HP:0000001;HP:0100285","Increased jitter at single fibre EMG"
"HP:0030206","HP:0030206;HP:0100285;HP:0003457;HP:0011804;HP:0003011;HP:0000118;HP:0000001","EMG: incremental response of compound muscle action potential to repetitive nerve stimulation"
"HP:0030207","HP:0030207;HP:0002793;HP:0002795;HP:0002086;HP:0000118;HP:0000001","Paradoxical respiration"
"HP:0030208","HP:0030208;HP:0030057;HP:0002960;HP:0010978;HP:0002715;HP:0000118;HP:0000001","Acetylcholine receptor antibody positivity"
"HP:0030209","HP:0030209;HP:0030057;HP:0002960;HP:0010978;HP:0002715;HP:0000118;HP:0000001","Calcium channel antibody positivity"
"HP:0030210","HP:0030210;HP:0030057;HP:0002960;HP:0010978;HP:0002715;HP:0000118;HP:0000001","Muscle specific kinase antibody positivity"
"HP:0030211","HP:0030211;HP:0007695;HP:0007686;HP:0012373;HP:0000478;HP:0000118;HP:0000001","Slow pupillary light response"
"HP:0030212","HP:0030212;HP:0000722;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Collectionism"
"HP:0030213","HP:0030213;HP:0100851;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Emotional blunting"
"HP:0030214","HP:0030214;HP:0008768;HP:0000719;HP:0031466;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Hypersexuality"
"HP:0030215","HP:0030215;HP:0000719;HP:0031466;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Inappropriate crying"
"HP:0030216","HP:0030216;HP:0000745;HP:0100851;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Inertia"
"HP:0030217","HP:0030217;HP:0002186;HP:0011442;HP:0012638;HP:0000707;HP:0000118;HP:0000001;HP:0011446","Limb apraxia"
"HP:0030218","HP:0030218;HP:0000733;HP:0004305;HP:0100022;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Punding"
"HP:0030219","HP:0030219;HP:0002145;HP:0000726;HP:0001268;HP:0100543;HP:0011446;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Semantic dementia"
"HP:0030220","HP:0030220;HP:0000719;HP:0031466;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Socially inappropriate behavior"
"HP:0030221","HP:0030221;HP:0100738;HP:0040202;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Sweet craving"
"HP:0030222","HP:0030222;HP:0010524;HP:0011446;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Visual agnosia"
"HP:0030223","HP:0030223;HP:0000708;HP:0012638;HP:0000707;HP:0000118;HP:0000001","Perseveration"
"HP:0030224","HP:0030224;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Abnormal muscle fiber desmin"
"HP:0030225","HP:0030225;HP:0030224;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Accumulation of muscle fiber desmin"
"HP:0030226","HP:0030226;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Abnormal muscle fiber myotilin"
"HP:0030227","HP:0030227;HP:0030226;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Accumulation of muscle fiber myotilin"
"HP:0030228","HP:0030228;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Abnormal muscle fiber valosin-containing protein"
"HP:0030229","HP:0030229;HP:0030228;HP:0030089;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Accumulation of muscle fiber valosin-containing protein"
"HP:0030230","HP:0030230;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Central core regions in muscle fibers"
"HP:0030231","HP:0030231;HP:0009051;HP:0012269;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Glycogen accumulation in muscle fiber lysosomes"
"HP:0030232","HP:0030232;HP:0009051;HP:0012269;HP:0004303;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Increased sarcoplasmic glycogen"
"HP:0030233","HP:0030233;HP:0009473;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0009810;HP:0001367;HP:0011842;HP:0000924;HP:0100360;HP:0003121;HP:0001371;HP:0003549;HP:0011729;HP:0011805;HP:0003011;HP:0100261","Bethlem sign"
"HP:0030234","HP:0030234;HP:0003236;HP:0040081;HP:0011021;HP:0010876;HP:0001939;HP:0000118;HP:0000001","Highly elevated creatine phosphokinase"
"HP:0030235","HP:0030235;HP:0003236;HP:0040081;HP:0011021;HP:0010876;HP:0001939;HP:0000118;HP:0000001","Extremely elevated creatine phosphokinase"
"HP:0030236","HP:0030236;HP:0011805;HP:0003011;HP:0000118;HP:0000001","Abnormality of muscle size"
"HP:0030237","HP:0030237;HP:0001421;HP:0001155;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0001446;HP:0009127;HP:0003011","Hand muscle weakness"
"HP:0030239","HP:0030239;HP:0009016;HP:0001467;HP:0001446;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0009127;HP:0003011;HP:0009128;HP:0001460;HP:0030236;HP:0011805;HP:0009004","Hypoplasia of the upper arm musculature"
"HP:0030241","HP:0030241;HP:0008952;HP:0001464;HP:0001435;HP:0001446;HP:0002817;HP:0040064;HP:0000118;HP:0000001;HP:0009127;HP:0003011;HP:0001467;HP:0009128;HP:0001460;HP:0030236;HP:0011805;HP:0009004","Hypoplasia of deltoid muscle"
"HP:0030242","HP:0030242;HP:0030247;HP:0004936;HP:0001977;HP:0001871;HP:0000118;HP:0000001","Portal vein thrombosis"
"HP:0030243","HP:0030243;HP:0030247;HP:0004936;HP:0001977;HP:0001871;HP:0000118;HP:0000001","Hepatic vein thrombosis"
"HP:0030244","HP:0030244;HP:0002686;HP:0001197;HP:0000118;HP:0000001","Maternal fever in pregnancy"
"HP:0030245","HP:0030245;HP:0030244;HP:0002686;HP:0001197;HP:0000118;HP:0000001","Intrapartum fever"
"HP:0030246","HP:0030246;HP:0030244;HP:0002686;HP:0001197;HP:0000118;HP:0000001","Maternal first trimester fever"
"HP:0030247","HP:0030247;HP:0004936;HP:0001977;HP:0001871;HP:0000118;HP:0000001","Splanchnic vein thrombosis"
"HP:0030248","HP:0030248;HP:0030247;HP:0004936;HP:0001977;HP:0001871;HP:0000118;HP:0000001","Mesenteric venous thrombosis"
"HP:0030249","HP:0030249;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Enanthema"
"HP:0030250","HP:0030250;HP:0002088;HP:0012252;HP:0002086;HP:0000118;HP:0000001","Pulmonary granulomatosis"
"HP:0030251","HP:0030251;HP:0030252;HP:0010976;HP:0001888;HP:0001882;HP:0011893;HP:0001881;HP:0001871;HP:0000118;HP:0000001;HP:0010987;HP:0002715;HP:0004332;HP:0012140;HP:0005561","Absence of memory B cells"
"HP:0030252","HP:0030252;HP:0010976;HP:0001888;HP:0001882;HP:0011893;HP:0001881;HP:0001871;HP:0000118;HP:0000001;HP:0010987;HP:0002715;HP:0004332;HP:0012140;HP:0005561","Absence of mature B cells"
"HP:0030253","HP:0030253;HP:0005435;HP:0011840;HP:0011017;HP:0001939;HP:0000118;HP:0000001;HP:0031409;HP:0010978;HP:0002715","Defective T cell proliferation"
"HP:0030254","HP:0030254;HP:0001597;HP:0011138;HP:0001574;HP:0000118;HP:0000001","Nail bed hemorrhage"
"HP:0030255","HP:0030255;HP:0200008;HP:0005266;HP:0002242;HP:0012718;HP:0011024;HP:0025031;HP:0000118;HP:0000001;HP:0025033;HP:0007378;HP:0011793;HP:0002664","Large intestinal polyposis"
"HP:0030256","HP:0030256;HP:0200008;HP:0005266;HP:0002242;HP:0012718;HP:0011024;HP:0025031;HP:0000118;HP:0000001;HP:0025033;HP:0007378;HP:0011793;HP:0002664","Small intestinal polyposis"
"HP:0030257","HP:0030257;HP:0012293;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001","Freckled genitalia"
"HP:0030258","HP:0030258;HP:0012293;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001","Hyperpigmented genitalia"
"HP:0030259","HP:0030259;HP:0012293;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001","Hypopigmented genitalia"
"HP:0030260","HP:0030260;HP:0008736;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461;HP:0000050;HP:0003241","Microphallus"
"HP:0030261","HP:0030261;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Absent penis"
"HP:0030262","HP:0030262;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Narrow penis"
"HP:0030263","HP:0030263;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Torsion of the penis"
"HP:0030264","HP:0030264;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Webbed penis"
"HP:0030265","HP:0030265;HP:0030264;HP:0000036;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Wide penis"
"HP:0030266","HP:0030266;HP:0100781;HP:0001367;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0002867;HP:0003272;HP:0002644;HP:0011844;HP:0005107;HP:0000925;HP:0009121","Abnormality of the sacroiliac notch"
"HP:0030267","HP:0030267;HP:0002973;HP:0002817;HP:0040064;HP:0000118;HP:0000001","Calcification of the interosseus membrane of the forearm"
"HP:0030268","HP:0030268;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Hyperplastic callus formation"
"HP:0030269","HP:0030269;HP:0030352;HP:0003117;HP:0000818;HP:0000118;HP:0000001","Increased serum insulin-like growth factor 1 {comment=""HPO:probinson""}"
"HP:0030270","HP:0030270;HP:0030272;HP:0001877;HP:0001871;HP:0000118;HP:0000001;HP:0012379;HP:0001939","Elevated red cell adenosine deaminase activity"
"HP:0030271","HP:0030271;HP:0001877;HP:0001871;HP:0000118;HP:0000001","Reduced erythrocyte 2,3-diphosphoglycerate concentration"
"HP:0030272","HP:0030272;HP:0001877;HP:0001871;HP:0000118;HP:0000001;HP:0012379;HP:0001939","Abnormal erythrocyte enzyme activity"
"HP:0030273","HP:0030273;HP:0030272;HP:0001877;HP:0001871;HP:0000118;HP:0000001;HP:0012379;HP:0001939","Reduced red cell adenosine deaminase activity"
"HP:0030274","HP:0030274;HP:0000045;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Accessory scrotum"
"HP:0030275","HP:0030275;HP:0000045;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Ectopic scrotum"
"HP:0030276","HP:0030276;HP:0000045;HP:0000032;HP:0000811;HP:0012243;HP:0000078;HP:0000119;HP:0000118;HP:0000001;HP:0010461","Small scrotum"
"HP:0030277","HP:0030277;HP:0008438;HP:0003312;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Abnormal vertebral pedicle morphology"
"HP:0030278","HP:0030278;HP:0030277;HP:0008438;HP:0003312;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Hypoplastic vertebral pedicle"
"HP:0030279","HP:0030279;HP:0030278;HP:0030277;HP:0008438;HP:0003312;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Hypoplastic L5 vertebral pedicle"
"HP:0030280","HP:0030280;HP:0000772;HP:0001547;HP:0000765;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Rib gap"
"HP:0030281","HP:0030281;HP:0002949;HP:0002948;HP:0003422;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0100240;HP:0011729;HP:0001367","Cervical C3/C4 vertebral fusion"
"HP:0030282","HP:0030282;HP:0030280;HP:0000772;HP:0001547;HP:0000765;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Posterior rib gap"
"HP:0030283","HP:0030283;HP:0007375;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Partial absence of the septum pellucidum"
"HP:0030284","HP:0030284;HP:0000158;HP:0003712;HP:0030236;HP:0011805;HP:0003011;HP:0000118;HP:0000001;HP:0040290;HP:0030809;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152","Triangular tongue"
"HP:0030285","HP:0030285;HP:0011932;HP:0007361;HP:0002363;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0011283;HP:0011282;HP:0011931;HP:0002438;HP:0001317;HP:0012501","Splayed superior cerebellar peduncle"
"HP:0030286","HP:0030286;HP:0011932;HP:0007361;HP:0002363;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0011283;HP:0011282;HP:0011931;HP:0002438;HP:0001317;HP:0012501","Atrophic superior cerebellar peduncle"
"HP:0030289","HP:0030289;HP:0003071;HP:0005930;HP:0011314;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Flattened femoral epiphysis"
"HP:0030290","HP:0030290;HP:0025370;HP:0005107;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Unossified sacrum"
"HP:0030291","HP:0030291;HP:0003025;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Lower-limb metaphyseal irregularity"
"HP:0030292","HP:0030292;HP:0030291;HP:0003025;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Tibial metaphyseal irregularity"
"HP:0030293","HP:0030293;HP:0030291;HP:0003025;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Fibular metaphyseal irregularity"
"HP:0030294","HP:0030294;HP:0005868;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal chondromatosis of tibia"
"HP:0030295","HP:0030295;HP:0005868;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal chondromatosis of femur"
"HP:0030296","HP:0030296;HP:0005868;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal chondromatosis of radius"
"HP:0030297","HP:0030297;HP:0005868;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal chondromatosis of ulna"
"HP:0030298","HP:0030298;HP:0005868;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Metaphyseal chondromatosis of humerus"
"HP:0030299","HP:0030299;HP:0006489;HP:0002823;HP:0040066;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0040069;HP:0002814;HP:0006490;HP:0000944;HP:0011314","Distal femoral metaphyseal abnormality"
"HP:0030300","HP:0030300;HP:0000921;HP:0006712;HP:0000772;HP:0001547;HP:0000765;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0006711;HP:0009122;HP:0009115","10 pairs of ribs"
"HP:0030301","HP:0030301;HP:0002500;HP:0010993;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Abnormality of the anterior commissure"
"HP:0030302","HP:0030302;HP:0030301;HP:0002500;HP:0010993;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Agenesis of the anterior commissure"
"HP:0030303","HP:0030303;HP:0030301;HP:0002500;HP:0010993;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001","Hypoplastic anterior commissure"
"HP:0030304","HP:0030304;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Abnormal number of vertebrae"
"HP:0030305","HP:0030305;HP:0030304;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","Decreased number of vertebrae"
"HP:0030306","HP:0030306;HP:0030305;HP:0030304;HP:0003468;HP:0000925;HP:0009121;HP:0011842;HP:0000924;HP:0000118;HP:0000001","11 thoracic vertebrae"
"HP:0030307","HP:0030307;HP:0003015;HP:0003016;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Flared lower limb metaphysis"
"HP:0030308","HP:0030308;HP:0030307;HP:0003015;HP:0003016;HP:0000944;HP:0002813;HP:0011844;HP:0011842;HP:0000924;HP:0000118;HP:0000001;HP:0040068;HP:0040064;HP:0011314","Flared distal tibial metaphysis"
