"term","is.a","def"
"HP:0030320","HP:0005108","Increased intervertebral space"
"HP:0030321","HP:0011004","Abnormal vertebral artery morphology"
"HP:0030322","HP:0030321","Vertebral artery hypoplasia"
"HP:0030323","HP:0030322","Unilateral vertebral artery hypoplasia"
"HP:0030324","HP:0030322","Bilateral vertebral artery hypoplasia"
"HP:0030325","HP:0002143","Cervicomedullary schisis"
"HP:0030326","HP:0004311","Abnormal macrophage count"
"HP:0030327","HP:0030326","Abnormal osteoclast count"
"HP:0030328","HP:0030327","Decreased osteoclast count"
"HP:0030329","HP:0000479","Retinal thinning"
"HP:0030330","HP:0005930","Multinucleated giant chondrocytes in epiphyseal cartilage"
"HP:0030331","HP:0011122","Impaired stimulus-induced skin wrinkling"
"HP:0030333","HP:0002843","Abnormal alpha-beta T cell morphology"
"HP:0030334","HP:0030333","Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell morphology"
"HP:0030335","HP:0030334","Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count"
"HP:0030336","HP:0030335","Absence of CD4-positive, CD25-positive regulatory T cells"
"HP:0030337","HP:0030335","Elevated CD4-positive, CD25-positive regulatory T cell count"
"HP:0030338","HP:0003117","Abnormal circulating gonadotropin level"
"HP:0030339","HP:0030338","Decreased circulating gonadotropin level"
"HP:0030341","HP:0030339","Decreased circulating follicle stimulating hormone level"
"HP:0030341","HP:0030346","Decreased circulating follicle stimulating hormone level"
"HP:0030344","HP:0030339","Decreased circulating luteinizing hormone level"
"HP:0030344","HP:0030345","Decreased circulating luteinizing hormone level"
"HP:0030345","HP:0030338","Abnormal circulating luteinizing hormone level"
"HP:0030346","HP:0030338","Abnormal circulating follicle-stimulating hormone level"
"HP:0030347","HP:0003117","Abnormal circulating androgen level"
"HP:0030348","HP:0030347","Increased circulating androgen level"
"HP:0030349","HP:0030347","Decreased circulating androgen level"
"HP:0030350","HP:0200034","Erythematous papule"
"HP:0030351","HP:0200035","Urticarial plaque"
"HP:0030352","HP:0003117","Abnormal serum insulin-like growth factor 1 level"
"HP:0030353","HP:0030352","Decreased serum insulin-like growth factor 1"
"HP:0030354","HP:0011112","Abnormal serum interferon level"
"HP:0030355","HP:0030354","Abnormal serum interferon-gamma level"
"HP:0030356","HP:0030355","Increased serum interferon-gamma level"
"HP:0030357","HP:0100526","Small cell lung carcinoma"
"HP:0030358","HP:0100526","Non-small cell lung carcinoma"
"HP:0030359","HP:0030358","Squamous cell lung carcinoma"
"HP:0030360","HP:0030358","Large cell lung carcinoma"
"HP:0030361","HP:0011022","Abnormal circulating eicosanoid concentration"
"HP:0030362","HP:0004303","Reduced muscle carnitine level"
"HP:0030362","HP:0032243","Reduced muscle carnitine level"
"HP:0030363","HP:0011410","Primary Caesarian section"
"HP:0030364","HP:0011410","Secondary Caesarian section"
"HP:0030365","HP:0001787","Vaginal birth after Caesarian"
"HP:0030366","HP:0001787","Delivery by Odon device"
"HP:0030367","HP:0005918","Finger hyperphalangy"
"HP:0030368","HP:0030367","Hyperphalangy of the 2nd finger"
"HP:0030369","HP:0001787","Induced vaginal delivery"
"HP:0030370","HP:0025539","Abnormal proportion of naive B cells"
"HP:0030371","HP:0030370","Increased proportion of naive B cells"
"HP:0030372","HP:0030370","Decreased proportion of naive B cells"
"HP:0030373","HP:0025539","Abnormal proportion of memory B cells"
"HP:0030374","HP:0030373","Decreased proportion of memory B cells"
"HP:0030375","HP:0030373","Increased proportion of memory B cells"
"HP:0030376","HP:0025539","Abnormal proportion of immature B cells"
"HP:0030377","HP:0030376","Increased proportion of immature B cells"
"HP:0030378","HP:0030376","Decreased proportion of immature B cells"
"HP:0030379","HP:0025539","Abnormal proportion of transitional B cells"
"HP:0030380","HP:0030379","Decreased proportion of transitional B cells"
"HP:0030381","HP:0030379","Increased proportion of transitional B cells"
"HP:0030383","HP:0030373","Abnormal proportion of marginal zone B cells"
"HP:0030384","HP:0030383","Decreased proportion of marginal zone B cells"
"HP:0030385","HP:0030383","Increased proportion of marginal zone B cells"
"HP:0030386","HP:0030373","Abnormal proportion of class-switched memory B cells"
"HP:0030387","HP:0030386","Increased proportion of class-switched memory B cells"
"HP:0030388","HP:0030386","Decreased proportion of class-switched memory B cells"
"HP:0030389","HP:0030361","Abnormal circulating thromboxane concentration"
"HP:0030390","HP:0030361","Reduced circulating leukotriene C4 concentration"
"HP:0030391","HP:0002463","Spoken Word Recognition Deficit"
"HP:0030392","HP:0007376","Choroid plexus carcinoma"
"HP:0030392","HP:0100836","Choroid plexus carcinoma"
"HP:0030393","HP:0040096","Endolymphatic sac tumor"
"HP:0030394","HP:0010787","Fallopian tube carcinoma"
"HP:0030396","HP:0011869","Abnormal platelet granule secretion"
"HP:0030397","HP:0030396","Abnormal platelet dense granule secretion"
"HP:0030398","HP:0030397","Abnormal platelet ATP dense granule secretion"
"HP:0030399","HP:0030396","Abnormal platelet alpha granule secretion"
"HP:0030400","HP:0030396","Abnormal platelet lysosome secretion"
"HP:0030401","HP:0012484","Abnormal platelet dense granule ATP/ADP ratio"
"HP:0030402","HP:0011869","Abnormal platelet aggregation"
"HP:0030403","HP:0030402","Spontaneous platelet aggregation"
"HP:0030404","HP:0030405","Glucagonoma"
"HP:0030405","HP:0100634","Pancreatic endocrine tumor"
"HP:0030406","HP:0007378","Primary peritoneal carcinoma"
"HP:0030407","HP:0030694","Pineocytoma"
"HP:0030408","HP:0030694","Pineoblastoma"
"HP:0030409","HP:0009726","Renal transitional cell carcinoma"
"HP:0030410","HP:0012842","Sebaceous gland carcinoma"
"HP:0030411","HP:0040274","Jejunal adenocarcinoma"
"HP:0030412","HP:0040274","Ileal adenocarcinoma"
"HP:0030413","HP:0100648","Squamous cell carcinoma of the tongue"
"HP:0030414","HP:0030413","Verrucous cell carcinoma of the tongue"
"HP:0030415","HP:0030413","Sarcomatoid carcinoma of the tongue"
"HP:0030416","HP:0010787","Vulvar neoplasm"
"HP:0030417","HP:0030416","Squamous cell carcinoma of the vulva"
"HP:0030418","HP:0030416","Vulvar melanoma"
"HP:0030419","HP:0030416","Bartholin gland carcinoma"
"HP:0030420","HP:0030416","Vulvar adenocarcinoma"
"HP:0030421","HP:0010785","Epididymal neoplasm"
"HP:0030423","HP:0025408","Splenic cyst"
"HP:0030424","HP:0009714","Epididymal cyst"
"HP:0030425","HP:0000138","Calcified ovarian cyst"
"HP:0030426","HP:0010614","Ossifying fibroma"
"HP:0030427","HP:0012290","Ossifying fibroma of the jaw"
"HP:0030427","HP:0030426","Ossifying fibroma of the jaw"
"HP:0030428","HP:0008069","Cutaneous myxoma"
"HP:0030429","HP:0012288","Juvenile nasopharyngeal angiofibroma"
"HP:0030430","HP:0100007","Neuroma"
"HP:0030431","HP:0010622","Osteochondroma"
"HP:0030432","HP:0010622","Chondroblastoma"
"HP:0030433","HP:0100246","Osteoid osteoma"
"HP:0030434","HP:0012842","Pilomatrixoma"
"HP:0030436","HP:0008069","Fibrofolliculoma"
"HP:0030437","HP:0004378","Anal canal neoplasm"
"HP:0030437","HP:0100834","Anal canal neoplasm"
"HP:0030438","HP:0030437","Anal canal squamous cell carcinoma"
"HP:0030439","HP:0030437","Anal canal adenocarcinoma"
"HP:0030439","HP:0040275","Anal canal adenocarcinoma"
"HP:0030440","HP:0004378","Anal margin neoplasm"
"HP:0030441","HP:0030440","Anal margin Paget's disease"
"HP:0030442","HP:0030440","Anal margin squamous cell carcinoma"
"HP:0030443","HP:0030440","Anal margin basal cell carcinoma"
"HP:0030444","HP:0030440","Anal margin melanoma"
"HP:0030445","HP:0100570","Pulmonary carcinoid tumor"
"HP:0030446","HP:0030445","Atypical pulmonary carcinoid tumor"
"HP:0030447","HP:0008069","Merkel cell skin cancer"
"HP:0030447","HP:0040192","Merkel cell skin cancer"
"HP:0030448","HP:0100242","Soft tissue sarcoma"
"HP:0030449","HP:0001787","Therapeutic abortion"
"HP:0030450","HP:0100007","Neuroplasm of the autonomic nervous system"
"HP:0030451","HP:0100016","Mesenteric cyst"
"HP:0030452","HP:0030451","Chylolymphatic mesenteric cyst"
"HP:0030453","HP:0012373","Abnormal visual electrophysiology"
"HP:0030454","HP:0030453","Abnormal electrooculogram"
"HP:0030455","HP:0000649","Abnormality of pattern visual evoked potentials"
"HP:0030456","HP:0030455","Abnormality of pattern onset/offset visual evoked potentials"
"HP:0030457","HP:0030456","Abnormal amplitude of pattern onset/offset visual evoked potentials"
"HP:0030458","HP:0030456","Abnormal timing of pattern onset/offset visual evoked potentials"
"HP:0030460","HP:0100289","Abnormal timing of pattern reversal visual evoked potentials"
"HP:0030461","HP:0007928","Abnormal timing of flash visual evoked potentials"
"HP:0030462","HP:0007928","Abnormal amplitude of flash visual evoked potentials"
"HP:0030463","HP:0007928","Asymmetrical distribution of flash visual evoked potentials"
"HP:0030464","HP:0100289","Asymmetrical distribution of pattern reversal visual evoked potentials"
"HP:0030465","HP:0008275","Undetectable light-adapted electroretinogram"
"HP:0030466","HP:0000512","Abnormal full-field electroretinogram"
"HP:0030467","HP:0000512","Abnormal pattern electroretinogram"
"HP:0030468","HP:0000512","Abnormal multifocal electroretinogram"
"HP:0030469","HP:0030466","Abnormal dark-adapted electroretinogram"
"HP:0030470","HP:0030469","Abnormal dark-adapted bright flash electroretinogram"
"HP:0030471","HP:0030469","Abnormal dark-adapted dim flash electroretinogram"
"HP:0030472","HP:0008275","Abnormal light-adapted single flash electroretinogram"
"HP:0030473","HP:0008275","Abnormal light-adapted flicker electroretinogram"
"HP:0030474","HP:0030469","Undetectable dark-adapted electroretinogram"
"HP:0030475","HP:0030471","Abnormal timing of dark-adapted dim flash electroretinogram"
"HP:0030476","HP:0030471","Abnormal amplitude of dark-adapted dim flash electroretinogram"
"HP:0030477","HP:0030470","Abnormal timing of dark-adapted bright flash electroretinogram"
"HP:0030478","HP:0030470","Abnormal amplitude of dark-adapted bright flash electroretinogram"
"HP:0030479","HP:0030473","Abnormal amplitude of light-adapted flicker electroretinogram"
"HP:0030480","HP:0030473","Abnormal timing of light-adapted flicker electroretinogram"
"HP:0030481","HP:0030472","Abnormal amplitude of light-adapted single flash electroretinogram"
"HP:0030482","HP:0030472","Abnormal timing of light-adapted single flash electroretinogram"
"HP:0030483","HP:0030478","Reduced amplitude of dark-adapted bright flash electroretinogram a-wave"
"HP:0030484","HP:0030478","Supernormal dark-adapted bright flash electroretinogram b-wave"
"HP:0030485","HP:0030467","Abnormal amplitude of pattern electroretinogram"
"HP:0030486","HP:0030467","Abnormal timing of pattern electroretinogram"
"HP:0030487","HP:0030467","Abnormal P50/N95 ratio of pattern electroretinogram"
"HP:0030488","HP:0030468","Abnormal central response of multifocal electroretinogram"
"HP:0030489","HP:0030468","Abnormal paracentral response of multifocal electroretinogram"
"HP:0030490","HP:0007773","Exudative vitreoretinopathy"
"HP:0030491","HP:0000533","Choriocapillaris atrophy"
"HP:0030493","HP:0000493","Abnormality of foveal pigmentation"
"HP:0030493","HP:0008002","Abnormality of foveal pigmentation"
"HP:0030494","HP:0030495","Macular microaneurysm/hemorrhage"
"HP:0030494","HP:0032416","Macular microaneurysm/hemorrhage"
"HP:0030495","HP:0001103","Abnormality morphology of the macular vasculature"
"HP:0030496","HP:0030495","Macular exudate"
"HP:0030497","HP:0030500","Macular cotton wool spot"
"HP:0030497","HP:0031606","Macular cotton wool spot"
"HP:0030498","HP:0001103","Macular thickening"
"HP:0030499","HP:0011510","Macular drusen"
"HP:0030499","HP:0030500","Macular drusen"
"HP:0030500","HP:0001103","Yellow/white lesions of the macula"
"HP:0030500","HP:0030506","Yellow/white lesions of the macula"
"HP:0030501","HP:0030500","Macular crystals"
"HP:0030502","HP:0000479","Retinoschisis"
"HP:0030503","HP:0007763","Macular telangiectasia"
"HP:0030503","HP:0030495","Macular telangiectasia"
"HP:0030504","HP:0007649","Grouped congenital hypertrophy of retinal pigment epithelium"
"HP:0030505","HP:0000580","Nummular pigmentation of the fundus"
"HP:0030506","HP:0000479","Yellow/white lesions of the retina"
"HP:0030507","HP:0030506","Retinal crystals"
"HP:0030508","HP:0009594","Retinal cavernous hemangioma"
"HP:0030509","HP:0009594","Retinal racemose hemangioma"
"HP:0030510","HP:0009594","Combined hamartoma of the retinal pigment epithelium and retina"
"HP:0030511","HP:0000504","Bradyopsia"
"HP:0030512","HP:0000504","Difficulty adjusting to changes in luminance"
"HP:0030513","HP:0030512","Difficulty adjusting from light to dark"
"HP:0030514","HP:0030512","Difficulty adjusting from dark to light"
"HP:0030515","HP:0007663","Moderately reduced visual acuity"
"HP:0030516","HP:0012377","Homonymous hemianopia"
"HP:0030517","HP:0012377","Heteronymous hemianopia"
"HP:0030518","HP:0030516","Congruous homonymous hemianopia"
"HP:0030519","HP:0030517","Congruous heteronymous hemianopia"
"HP:0030520","HP:0030517","Binasal hemianopia"
"HP:0030521","HP:0030517","Bitemporal hemianopia"
"HP:0030522","HP:0001133","Mild constriction of peripheral visual field"
"HP:0030525","HP:0001133","Moderate constriction of peripheral visual field"
"HP:0030526","HP:0001133","Severe constriction of peripheral visual field"
"HP:0030527","HP:0001133","Very severe constriction of peripheral visual field"
"HP:0030528","HP:0000575","Paracentral scotoma"
"HP:0030529","HP:0000575","Ring scotoma"
"HP:0030530","HP:0000575","Arcuate scotoma"
"HP:0030531","HP:0001123","Altitudinal visual field defect"
"HP:0030532","HP:0007663","Visual acuity test abnormality"
"HP:0030533","HP:0030532","Abnormal unaided visual acuity test"
"HP:0030534","HP:0030532","Abnormal best corrected visual acuity test"
"HP:0030535","HP:0030532","Abnormal pinhole visual acuity test"
"HP:0030536","HP:0030533","Unaided visual acuity 0.1 LogMAR"
"HP:0030537","HP:0030533","Unaided visual acuity 0.2 LogMAR"
"HP:0030538","HP:0030533","Unaided visual acuity 0.3 LogMAR"
"HP:0030539","HP:0030533","Unaided visual acuity 0.4 LogMAR"
"HP:0030540","HP:0030533","Unaided visual acuity 0.5 LogMAR"
"HP:0030541","HP:0030533","Unaided visual acuity 0.6 LogMAR"
"HP:0030542","HP:0030533","Unaided visual acuity 0.7 LogMAR"
"HP:0030543","HP:0030533","Unaided visual acuity 0.8 LogMAR"
"HP:0030544","HP:0030533","Unaided visual acuity 0.9 LogMAR"
"HP:0030545","HP:0030533","Unaided visual acuity 1.0 LogMAR"
"HP:0030546","HP:0030533","Unaided visual acuity 1.1 LogMAR"
"HP:0030547","HP:0030533","Unaided visual acuity 1.2 LogMAR"
"HP:0030548","HP:0030533","Unaided visual acuity 1.3 LogMAR"
"HP:0030549","HP:0030533","Unaided visual acuity 2.0 LogMAR"
"HP:0030550","HP:0030533","Unaided visual acuity 3.0 LogMAR"
"HP:0030551","HP:0030532","Visual acuity light perception with projection"
"HP:0030552","HP:0030532","Visual acuity light perception without projection"
"HP:0030553","HP:0030532","Visual acuity no light perception"
"HP:0030554","HP:0030534","Best corrected visual acuity 0.1 LogMAR"
"HP:0030555","HP:0030534","Best corrected visual acuity 0.2 LogMAR"
"HP:0030556","HP:0030534","Best corrected visual acuity 0.3 LogMAR"
"HP:0030557","HP:0030534","Best corrected visual acuity 0.4 LogMAR"
"HP:0030558","HP:0030534","Best corrected visual acuity 0.5 LogMAR"
"HP:0030559","HP:0030534","Best corrected visual acuity 0.7 LogMAR"
"HP:0030560","HP:0030534","Best corrected visual acuity 0.6 LogMAR"
"HP:0030561","HP:0030534","Best corrected visual acuity 0.8 LogMAR"
"HP:0030562","HP:0030534","Best corrected visual acuity 0.9 LogMAR"
"HP:0030563","HP:0030534","Best corrected visual acuity 1.0 LogMAR"
"HP:0030564","HP:0030534","Best corrected visual acuity 1.1 LogMAR"
"HP:0030565","HP:0030534","Best corrected visual acuity 1.2 LogMAR"
"HP:0030566","HP:0030534","Best corrected visual acuity 1.3 LogMAR"
"HP:0030567","HP:0030534","Best corrected visual acuity 2.0 LogMAR"
"HP:0030568","HP:0030534","Best corrected visual acuity 3.0 LogMAR"
"HP:0030569","HP:0030535","Pinhole visual acuity 0.1 LogMAR"
"HP:0030570","HP:0030535","Pinhole visual acuity 0.2 LogMAR"
"HP:0030571","HP:0030535","Pinhole visual acuity 0.3 LogMAR"
"HP:0030572","HP:0030535","Pinhole visual acuity 0.4 LogMAR"
"HP:0030573","HP:0030535","Pinhole visual acuity 0.5 LogMAR"
"HP:0030574","HP:0030535","Pinhole visual acuity 0.6 LogMAR"
"HP:0030575","HP:0030535","Pinhole visual acuity 0.7 LogMAR"
"HP:0030576","HP:0030535","Pinhole visual acuity 0.8 LogMAR"
"HP:0030577","HP:0030535","Pinhole visual acuity 0.9 LogMAR"
"HP:0030578","HP:0030535","Pinhole visual acuity 1.0 LogMAR"
"HP:0030579","HP:0030535","Pinhole visual acuity 1.1 LogMAR"
"HP:0030580","HP:0030535","Pinhole visual acuity 1.2 LogMAR"
"HP:0030581","HP:0030535","Pinhole visual acuity 1.3 LogMAR"
"HP:0030582","HP:0030535","Pinhole visual acuity 2.0 LogMAR"
"HP:0030583","HP:0030535","Pinhole visual acuity 3.0 LogMAR"
"HP:0030584","HP:0000551","Color vision test abnormality"
"HP:0030585","HP:0030584","Red desaturation"
"HP:0030586","HP:0030584","Abnormal Ishihara plate test"
"HP:0030587","HP:0030584","Abnormal Hardy-Rand-Rittler plate test"
"HP:0030588","HP:0001123","Abnormal visual field test"
"HP:0030589","HP:0030588","Abnormal confrontational visual field test"
"HP:0030590","HP:0030588","Abnormal Amsler grid test"
"HP:0030591","HP:0030588","Abnormal kinetic perimetry test"
"HP:0030592","HP:0030588","Abnormal static perimetry test"
"HP:0030593","HP:0030591","Abnormal manual kinetic perimetry test"
